document;big;featur;bad;isn;year;feel;american;run;good;scene;plai;cast;high;problem;act;humor;music;audienc;find;friend;action;laugh;doesn;town;director;work;made;gener;wife;film;real;girl;funni;script;comedi;final;john;gui;brother;love;minut;don;role;fact;young;kid;origin;show;direct;back;turn;famili;life;alien;long;moment;lot;pictur;world;plot;end;man;make;human;live;set;star;movi;sex;perform;kill;great;stori;actor;call;charact;watch;time;thing
negativo (529).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6065109138702384;0;0;0;0;0;0;0;0;0;0;0;0.08495705302995274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7761038745925775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15029832447217437;0;0;0;0;0;0;0;0;0;0;0
positivo (368).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4066267926970776;0;0;0;0;0;0;0.30828672608899027;0;0;0;0.10481164673145182;0;0;0;0;0;0;0;0.43450186416522046;0;0.519359015610165;0;0;0;0;0;0;0;0;0.5197141595425794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (281).txt;0;0;0;0;0;0;0;0;0;0.40946823792587916;0;0;0;0.2958738099280846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7699637217425613;0;0;0;0;0;0;0;0;0;0;0.38980805267318297
negativo (134).txt;0;0;0;0.23246187325108011;0;0;0;0;0;0;0.12338237289166666;0;0.26441626232126597;0;0.3017268672891178;0;0;0;0.31308986409230466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.522011906183523;0;0.24964252448652488;0.1883435977754897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2284321587308421;0;0;0.49928504897304976;0;0;0;0;0;0;0;0
positivo (684).txt;0;0;0;0;0;0;0.7138181600693865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35408022855221477;0;0;0.18317594274725255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3756419999016159;0;0;0;0;0;0;0;0;0;0;0;0;0.26553513800864664;0;0;0;0;0.2263264243524872;0;0;0;0;0;0;0;0;0;0.26210289608221365;0
negativo (676).txt;0;0;0;0;0;0;0;0;0.3018004091141266;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5031053957392935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4409076490753236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19817121742267313;0;0;0.6497153895427149;0;0;0;0;0;0;0;0
negativo (992).txt;0;0.7270480100555449;0;0;0;0;0;0;0;0;0.5199025273789373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.27204538243314824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35650226225939674;0;0;0;0;0;0;0;0;0;0;0
negativo (895).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.26399714651932427;0;0;0;0;0;0;0;0.6687996361588644;0;0;0;0;0;0.03237071297541049;0;0;0.330459018848981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25796323095325485;0;0;0;0;0;0;0.15271289037324332;0;0;0;0;0;0;0.5065707638680045;0;0;0.16211518402189057;0
positivo (199).txt;0;0;0;0;0;0;0;0;0;0.27219491395467466;0.19139257303946416;0;0;0.786731069962941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0667656762379169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33874653384414627;0;0;0;0;0;0;0;0;0;0.3887494895721116;0;0;0;0;0;0
positivo (634).txt;0;0;0;0;0;0;0;0;0.2987937961520916;0;0.5563492501160032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12476424759071512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4365152141655718;0;0;0;0;0;0;0;0;0;0.3516731849895732;0;0;0;0;0;0;0;0;0;0;0.5209722646751749;0;0;0;0;0
negativo (400).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36229643556270885;0;0;0;0.3759404748757883;0;0.6127411881445651;0;0;0;0;0;0;0;0;0.038760790929080906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4595558911084238;0;0;0.2949887797772445;0;0;0;0;0.22857360372435054;0;0;0;0;0;0;0;0;0;0;0
positivo (706).txt;0;0;0;0;0;0;0;0;0.15310244566287878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2883438752080376;0;0;0;0;0;0;0;0;0;0.3176325889905101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7724281884447941;0;0;0;0;0;0;0;0;0;0;0;0;0.30691536106081857;0;0;0.10053166639654226;0;0.253393685685962;0;0;0.16543780740828776;0;0;0;0;0;0
negativo (748).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5027419362640306;0;0;0;0;0;0;0;0;0.8039906532884435;0;0;0.07922430810089297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3075273710619102;0;0;0;0;0;0
positivo (41).txt;0;0.3551827660619117;0;0;0;0;0;0;0.21218775546772692;0;0.1693243684993348;0;0;0;0.27605083862814417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36712743885647525;0;0;0;0;0.45658145661750327;0;0;0;0;0;0;0;0;0.34392537171577614;0;0;0;0;0;0.14984396210784962;0;0;0;0.25968152215490514;0.11610738022371485;0;0;0;0;0;0;0.34663048896657345;0;0;0.19720948784624742;0
positivo (57).txt;0;0.5683424430262183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4383567762112006;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40607878129153563;0.3596571609090628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23667221389962198;0.36682859398386414
positivo (424).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.28890691969614013;0;0;0.7864878543679517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4604616679662352;0;0.2931632634167116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (789).txt;0;0;0;0;0;0;0;0;0;0.2893471429829697;0.203453082177538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09463051011542939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4132463480287835;0;0;0;0;0;0.30007706713772053;0;0;0;0;0.11160781914348925;0;0;0;0.3368965433782286;0.4821207393669141;0;0;0.49670449646885606;0;0;0
positivo (571).txt;0;0;0;0;0;0.42779454205281064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15946167886096035;0;0;0;0;0;0;0;0;0;0;0;0;0;0.47548433865908524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25076014339592884;0;0;0;0.25231274467877224;0;0;0;0;0.23645481077425654;0;0.6188902958303926
negativo (2).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.47488225756266894;0;0;0;0;0;0.200788560254382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6669685263813186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.44672259682698506;0.2996042419994127;0;0;0;0;0;0;0;0;0;0;0
negativo (247).txt;0;0;0;0;0;0;0;0;0.2995102129394798;0;0;0;0;0;0;0;0;0;0;0.7752339654125932;0;0;0.3328584049994778;0;0;0;0;0;0;0.11116746166118294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43145452704152587
positivo (352).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.18168026945932664;0;0;0;0;0;0;0;0;0;0.7502131112072198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6357456782880795;0;0;0
negativo (660).txt;0;0;0;0;0.20586952131166006;0;0;0;0;0;0;0;0;0.6771385694464723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07183143043085706;0;0;0;0;0;0;0;0.4466711200687965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3455482925561392;0;0;0;0;0;0;0;0;0.16729812974991937;0;0;0;0.3834500845681907;0;0
negativo (491).txt;0;0;0;0;0;0;0;0;0;0;0.1196361074334213;0.21365972501106403;0;0;0;0;0;0;0;0;0.24740368090523743;0;0;0;0.1950436790634329;0;0;0.7760267963398578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29033780436979917;0;0;0;0;0;0;0;0;0;0;0;0.24740368090523743;0;0;0;0;0;0;0;0.12305347839798986;0;0.27914465153971935;0;0;0;0;0;0;0;0;0
positivo (578).txt;0;0.5530476399205076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4508710233153671;0;0;0;0.0766438033461378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5484893184118204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42911399803512057;0;0;0
negativo (466).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07585379394051686;0;0;0;0;0;0;0;0;0;0;0.586615211433681;0.44257371478877505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4446409493199394;0;0;0;0;0;0;0;0;0;0;0.5065093570955768;0
negativo (513).txt;0;0;0.32832928399069955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10215455095398528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7598082118945731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.43564392991339973;0;0.2409634405151069;0;0;0;0;0.23792182917052157;0;0;0;0;0;0
positivo (3).txt;0;0;0;0;0.4245711153667776;0;0;0;0;0;0.3397306427951232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4357307265110097;0;0;0;0.05925607703774798;0;0;0;0;0;0;0;0;0;0.48937274305810985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5210222912719649;0;0;0;0;0;0;0;0;0;0;0;0
positivo (108).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3787373718929067;0;0;0;0;0;0;0;0.03302363011977076;0;0;0.5618739597786443;0;0;0;0;0;0;0;0.25538819825160347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2610232901781862;0;0;0.16755076662685683;0;0;0;0;0.18175862685027333;0;0;0;0;0;0;0;0;0.5876217734688215;0;0
negativo (175).txt;0;0;0.6206531274508745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07724262759909854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6105362955193199;0;0;0;0;0;0;0;0.48586901909936736;0;0;0;0;0;0;0;0;0;0;0
negativo (635).txt;0;0;0;0;0;0.7086152585074335;0;0;0;0;0;0;0;0;0;0;0;0.2693845805923888;0;0;0;0;0;0;0;0;0;0;0;0.06603460755124561;0;0;0;0;0;0;0;0;0;0.3116308416871773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2838720410772317;0.29825518387266486;0;0;0.14358743047656422;0.34035259086169667;0;0;0;0.13351136863577623;0;0;0;0;0;0;0;0;0;0;0
negativo (951).txt;0.1980441864198123;0.25153659437732623;0;0;0;0.22444287856748524;0;0;0;0;0;0;0.5139652957690701;0;0;0;0;0;0;0;0;0;0;0;0;0.20506472412479432;0;0;0;0.1882389280127004;0;0;0;0;0;0;0;0;0;0;0;0.24406484958497182;0;0;0;0;0;0;0;0;0;0;0;0.2536682137108975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4879230371587308;0;0;0.3788183894421748
positivo (587).txt;0;0;0;0;0;0;0;0;0;0;0.3591293040147036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.093959409416778;0;0;0;0;0;0;0;0;0;0;0;0;0.5839954820283794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5382492974582953;0;0;0;0;0;0;0;0;0;0;0.3647250554422417;0;0;0;0;0.3137042828345048;0
positivo (950).txt;0;0;0;0;0;0;0;0;0;0.30367427505649053;0;0;0;0;0;0;0.5738417806521235;0.35451055597075876;0;0;0;0;0;0;0;0.18257667126618013;0;0;0;0.04965808761972171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3077903562795444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4479045754851099;0;0;0;0;0.3024260127677764;0;0;0;0;0;0;0.17376633516803827;0;0;0
negativo (579).txt;0;0;0;0;0;0;0;0;0.1562016832069724;0;0;0;0;0;0.27095252220917015;0;0;0;0.5623131219047116;0;0;0;0;0;0;0;0;0;0;0.057976469179139775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6845966557157755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33757349690085375;0;0;0;0;0;0
negativo (626).txt;0;0;0;0;0;0;0;0.3589824798176811;0;0;0;0;0;0;0;0;0.5405249162142384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.546832042703578;0;0;0;0;0.36971578350541334;0;0;0;0;0;0;0;0.25744458699047046;0;0;0;0;0;0;0;0;0.2774376240967606;0;0
positivo (465).txt;0;0;0.29655363900429565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3889596344506451;0;0;0;0;0;0;0;0;0.07381444252072798;0;0;0;0;0.3531764667117013;0;0;0.38250177673179947;0;0;0;0;0;0;0;0;0;0;0.3050107196503987;0;0;0;0;0;0;0;0.28652773370884255;0;0;0.3889596344506451;0;0;0;0;0;0.26232159608321876;0;0.08705721802600376;0;0;0.28542194501247836;0;0;0;0;0;0;0;0
positivo (149).txt;0;0;0;0.27761754880217154;0;0;0.6009203111933706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08995276560312741;0;0;0;0.27670148378434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.47789528813811183;0;0;0;0;0;0;0;0;0;0;0;0;0;0.26079429067433185;0;0;0;0;0;0;0;0.298135538337847;0.2439948063426311;0;0;0;0.17986726163790104;0;0;0
positivo (562).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7296808489982037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3197358752419569;0;0.6044293413530818;0;0;0;0;0;0;0;0;0
positivo (474).txt;0;0;0;0;0;0.17382698208438022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4016088743582379;0;0.09719178134495988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5893844392150227;0;0;0.3772722504281818;0;0;0;0;0;0;0;0;0;0.4272902218695319;0.076419065699849;0;0;0;0.30756888158374474;0;0;0;0;0;0.16224813594232879;0
positivo (537).txt;0;0;0;0;0;0.6095369867563036;0;0;0;0;0;0;0;0;0;0.4632422186460631;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13253724856391563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2881925655264589;0;0;0;0;0;0;0;0;0;0.22048877563508731;0;0;0.2650181103868642;0;0;0.4409085308136137
negativo (522).txt;0;0;0;0;0;0;0;0;0.1850483118762066;0;0.19688970573090597;0;0;0;0.3209908229155961;0;0;0;0;0;0.40716167531013536;0;0;0;0;0;0;0;0;0.03434165218286153;0.5738264309373098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08100552139554598;0;0;0.3983716801040073;0;0;0;0.4030605610689569;0;0;0;0
positivo (521).txt;0;0;0;0;0.3366314708206283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.486921862494401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37135699981593884;0;0;0;0;0;0;0;0.2585874168994864;0;0;0;0;0;0.588549333406353;0;0;0;0.3137237022190349;0
negativo (9).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12443085057380777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4897673451361089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22013179232214253;0;0.554850110343769;0;0;0;0;0;0;0;0.6231598993230828;0
negativo (125).txt;0;0;0;0.44288957741596663;0.39169795642314176;0;0;0;0;0;0.31342640537901956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4414281580986956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3546172744515566;0;0;0;0;0;0;0.48122052269159277;0;0;0;0
positivo (609).txt;0;0;0;0;0;0;0;0;0;0.17723625801073162;0.12462284090366525;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30476038430180585;0;0;0;0;0.06521043201013779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5040663555862933;0;0;0;0;0;0;0.38117770731799244;0.25926010863127547;0;0;0;0;0;0.2801699380158701;0.220570499280672;0;0.3521985154853592;0;0;0;0;0;0;0;0.25312928825266795;0;0;0;0;0.27214932402788733;0
negativo (1000).txt;0;0;0;0;0;0;0;0.295720010384514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06421991881490922;0;0;0;0;0;0;0;0.6655671223521539;0;0.31822030144926017;0.2979867924607999;0;0;0.3063864958107927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35955504441371433;0.22854557448212265;0;0
negativo (610).txt;0;0;0;0;0;0;0;0;0;0;0;0.35163998166317995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1373713051513007;0;0;0;0;0;0;0;0;0;0;0.5311804000169293;0;0;0;0;0;0;0.3185575575039152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6883653920789027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (563).txt;0;0;0;0;0;0;0;0;0.25536517316544155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14217360646333024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.766364857027996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5497496953229333;0;0;0;0;0;0;0.15822601671089254;0
negativo (739).txt;0;0;0;0.22564053751894467;0;0;0;0;0;0;0.11976185406356385;0;0;0;0;0;0;0;0;0;0.16510914730237658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33021829460475316;0;0;0;0;0;0;0;0.5173678311665593;0;0;0;0;0;0;0;0.2923831420106479;0;0.15692038822764537;0.648580689525449
positivo (530).txt;0;0;0;0;0;0;0;0.3342856486343671;0;0.23676827628529842;0;0;0;0;0;0;0;0;0.28163927528429894;0;0.5738008930233363;0;0;0;0;0.5338165836268098;0;0;0;0.15970902278281393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22099356601843093;0;0;0;0;0;0;0;0;0;0.2536148045957943;0;0;0;0;0;0
positivo (361).txt;0;0;0;0;0.5589232683292088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2466318048613474;0;0.28028362518688554;0;0;0.2294456998683062;0;0.3868028331303956;0;0.046804314821597116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5863158002403229;0;0;0;0;0
negativo (369).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4623707113567088;0;0;0.3785057774784716;0;0;0;0.11581631458596062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40133242823269927;0;0;0.4682174609114509;0;0;0;0;0;0;0.3076479525426549;0;0;0;0;0;0;0.15177165584344052;0;0;0;0;0;0.36270659781146297;0;0;0;0;0
positivo (230).txt;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.28446630932430406;0;0;0;0;0;0;0;0;0.606562366295449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6456294850138814;0;0;0.21147917712181583;0;0;0;0;0;0;0;0;0;0.2993328254269231;0
