document;love;bad;year;movi;work;film;good;life;stori;scene;plai;charact;plot;action;end;time;make;thing
positivo (587).txt;0;0;0;0;0;0.150553564231304;0;0;0.6007752896477421;0;0.5915058959123733;0;0;0;0;0.5162590926529264;0;0
positivo (950).txt;0;0;0;0;0.45911492190657655;0.12132770881117101;0;0;0;0.7639669207885361;0;0.43686109863231404;0;0;0;0;0;0
negativo (579).txt;0;0;0;0;0;0.07211649238554975;0.19964872031825956;0.8767011438768374;0.43166503718315097;0;0;0;0;0;0;0;0;0
negativo (626).txt;0;0;0;0.5676625511070598;0;0;0;0;0;0;0;0;0.8232613364361434;0;0;0;0;0
positivo (465).txt;0;0.4671134624441125;0;0.13577857564253779;0;0.11292490903627468;0;0;0;0;0;0;0.6126243369794843;0.6126243369794843;0;0;0;0
positivo (149).txt;0;0;0;0;0;0.26629688693194753;0;0;0;0;0;0.547912764421776;0;0;0;0;0.7930180140413211;0
positivo (562).txt;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (474).txt;0;0;0;0.3744677321647;0;0.46715839805662496;0;0;0;0;0;0;0;0;0;0.8009600169125763;0;0
positivo (537).txt;0;0;0;0;0;0.20050237399198848;0;0;0.3428970539255063;0;0;0.41253884441823574;0;0;0;0;0.4478140814907369;0.6866546866493081
negativo (522).txt;0;0;0;0.16170072212607145;0;0.06724197558700086;0.37230802368603116;0;0;0;0.39627781529701733;0;0;0.8207813483416206;0;0;0;0
positivo (521).txt;0;0;0.5225515464400172;0.3976534507901212;0;0;0;0;0;0;0;0;0.5767030266440416;0;0;0.48603007463268855;0;0
negativo (9).txt;0;0;0;0.2627137601841701;0;0.14566327238291635;0;0.5902633054503839;0;0;0;0;0;0;0;0.7492348907568184;0;0
negativo (125).txt;0;0;0.6397655936960231;0.5737892494041636;0;0;0;0;0;0;0.5113373469550033;0;0;0;0;0;0;0
positivo (609).txt;0;0;0;0;0;0.13012522707861715;0;0;0.5192571918691222;0.3641610900015871;0.25562277258904786;0;0;0;0;0.5577610533986845;0.4520903670111382;0
negativo (1000).txt;0.6574904542783918;0;0;0;0;0.12885834997232973;0;0;0;0;0;0.7423623294424377;0;0;0;0;0;0
negativo (610).txt;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
negativo (563).txt;0;0;0;0;0;0.41838469296558367;0.7721762922574227;0;0;0;0;0;0;0;0;0.47822382036832234;0;0
negativo (739).txt;0;0;0;0.5274127709766699;0;0;0;0;0;0;0.12309747461641224;0.30083836281792964;0.3399504330646717;0.16997521653233585;0;0.16115694955663648;0;0.6676448357055775
positivo (530).txt;0;0;0;0;0.5940792700540758;0.17269337277779645;0;0;0.28191391978389574;0.2636126680514017;0;0;0;0.6387762285110655;0;0;0.24544786178478906;0
positivo (361).txt;0;0;0.8543382752663662;0;0.3507588202632583;0.06951979010689317;0;0;0;0;0;0;0;0.3771489894006236;0;0;0;0
negativo (369).txt;0;0;0;0.2875995608016974;0.724099284379661;0.21527283431751204;0;0;0;0;0;0;0;0;0.5887481004576052;0;0;0
positivo (230).txt;0;0;0;0.5741684653732185;0;0;0;0;0;0;0;0;0;0;0;0.8187371821109403;0;0
negativo (441).txt;0;0;0;0;0;0.34590239006759244;0;0;0;0;0;0;0;0.9382705028644602;0;0;0;0
negativo (854).txt;0;0;0;0.7189248172611821;0;0;0;0;0;0;0;0;0;0.6950878413020732;0;0;0;0
negativo (554).txt;0;0;0;0.5157294318123569;0;0.321693051899794;0;0;0;0;0;0;0;0;0;0.5515544050202124;0;0.5712481700843334
negativo (238).txt;0;0;0.47264721900000134;0;0;0;0;0;0.5115822418115377;0.7175571170538596;0;0;0;0;0;0;0;0
positivo (16).txt;0.839063688630958;0;0;0.23726888318342323;0.44803500752859327;0.19733280397023442;0;0;0;0;0;0;0;0;0;0;0;0
positivo (957).txt;0;0;0;0;0;0.38910016104960243;0.4308770249882399;0;0;0;0.45861758345560044;0;0;0;0;0.4002758030742281;0.5407358390444306;0
positivo (731).txt;0;0;0;0.1842543187487381;0;0.057465533735104955;0;0;0.8025951094389285;0;0.5644370193030328;0;0;0;0;0;0;0
negativo (723).txt;0;0;0;0.29881906677242454;0;0;0.45867754836207564;0;0.49585857763868574;0;0;0;0;0.6741263553251369;0;0;0;0
positivo (82).txt;0;0;0;0;0;0.15816883356496178;0;0;0.6311635814363369;0;0;0.7593517982840075;0;0;0;0;0;0
positivo (246).txt;0;0;0;0;0;0.12432723384960317;0;0;0.9922412705200818;0;0;0;0;0;0;0;0;0
negativo (74).txt;0;0;0;0;0;0.11722613101727535;0;0;0.23389204757712484;0;0.2302833147981266;0.8441853371570022;0;0;0;0;0.40727540527462014;0
positivo (862).txt;0;0;0;0;0.6287289343973107;0.12461298484419081;0;0;0;0.697469682213046;0;0;0;0;0;0.3204802231861994;0;0
positivo (643).txt;0.8716089807573715;0;0;0.21566298328625935;0;0.12811679738155948;0;0;0.306745601601547;0;0;0;0;0;0.21023141540614465;0.19769480621982236;0;0
negativo (967).txt;0;0;0;0;0;0.13821232047213192;0;0.6720842650415403;0;0;0;0;0;0;0.4535950375482336;0.5687280871074489;0;0
negativo (143).txt;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
positivo (377).txt;0;0;0.8792180561424714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.47641957322622047
positivo (158).txt;0;0;0;0;0.4933566360676395;0;0;0;0.7803902617943287;0;0.38417478957448736;0;0;0;0;0;0;0
positivo (659).txt;0;0;0;0;0.6825104383782403;0;0;0.7308758454790677;0;0;0;0;0;0;0;0;0;0
negativo (836).txt;0;0;0;0.25073983637961417;0;0.10426819209490829;0;0;0;0;0;0;0;0;0.9624228169414852;0;0;0
positivo (133).txt;0;0;0;0.5490901622274175;0.6912315728516202;0;0;0;0;0;0;0;0;0;0;0.46978602196972985;0;0
positivo (98).txt;0;0;0;0;0.5248918801253168;0.06935510713170777;0;0.7026097607812045;0;0;0;0;0;0;0.2845181630344591;0.26755165491538235;0.27107828058288796;0
positivo (264).txt;0;0;0;0.2487351494162411;0;0.10343455876242623;0;0;0;0;0;0;0;0;0;0.7980403611741366;0.5390396084106955;0
positivo (747).txt;0;0;0;0.47174014275976467;0;0.19616943416077653;0.36205288785975154;0;0;0;0;0.47089432614789306;0;0;0;0.33633960977000543;0;0.5225233944082635
positivo (941).txt;0;0;0;0.7393765265380816;0.5170982376608619;0.13665063236270317;0;0;0.4089723331563951;0;0;0;0;0;0;0;0;0
negativo (949).txt;0;0.4148226774413972;0;0.4220261860443485;0;0.10028358607167803;0;0;0;0.4209719456366424;0.44325170459057894;0;0;0;0;0.5158195365651264;0;0
positivo (456).txt;0.5712570378260466;0;0;0;0.5083903933855115;0.06717472975494511;0;0;0;0;0;0;0;0;0;0;0.35007487299644713;0.5367864972467241
positivo (869).txt;0;0;0;0.6192495889950385;0;0.25751007910156404;0;0;0;0;0;0.7417671505874214;0;0;0;0;0;0
negativo (335).txt;0;0;0;0.33154656919462666;0;0.10340327806803504;0;0;0;0.8681356712232914;0;0;0;0;0;0.35457734119616624;0;0
negativo (40).txt;0;0;0;0;0;0.09091837755967816;0.2517002301797923;0;0.6802584875473326;0;0;0.49105067625242477;0;0;0;0;0.4738126910723344;0
negativo (757).txt;0;0.21945207387769533;0;0.22326291881959653;0;0.10610529335118683;0;0;0.23816645758488136;0;0;0;0.21586031885269377;0.8634412754107751;0;0.20466154552599222;0;0
negativo (353).txt;0;0.6695297471353832;0;0.29192413425858205;0;0.1213943589798416;0.672141076818015;0;0;0;0;0;0;0;0;0;0;0
negativo (820).txt;0;0;0;0;0.46588817882802025;0.22571567183784677;0;0;0;0;0;0;0;0.667920503274617;0;0;0.5346801301904552;0
negativo (457).txt;0;0;0.8330850353284242;0.20377430925316267;0;0.0847379464228743;0;0;0.5072128105995244;0;0;0;0;0;0;0;0;0
positivo (142).txt;0;0.6435776643834057;0;0.1403043354736084;0;0.19448152068880234;0;0;0;0;0;0;0;0;0.3191316533067761;0.20006737254185725;0;0.62163289469474
negativo (942).txt;0;0;0;0.7371477755784692;0;0;0;0;0;0;0;0;0;0;0;0.6757315716759983;0;0
negativo (231).txt;0;0;0;0;0;0.22153332687814434;0.2830602612908247;0;0;0.5722805728613733;0.3012841378791361;0;0;0;0.4194483755425782;0.5259142021307731;0;0
positivo (765).txt;0;0;0.4288831921966376;0.3496856964735805;0.4402078394495736;0;0;0.7071040794820429;0;0;0;0;0;0;0;0;0;0
negativo (448).txt;0;0.9054394360350988;0;0;0;0.06566712854974885;0.24239223231289556;0;0;0;0;0;0;0;0;0;0.3422181491605091;0
positivo (343).txt;0;0;0;0;0;0.32737668023107963;0;0;0.5598761597687377;0;0;0;0;0.7611591127770121;0;0;0;0
positivo (91).txt;0;0;0;0;0;0.2632828788477317;0.7288775161531491;0;0;0;0;0.6319965918832684;0;0;0;0;0;0
negativo (845).txt;0;0.7154885548967427;0;0.6932506745013843;0;0.08648485483104347;0;0;0;0;0;0;0;0;0;0;0;0
positivo (151).txt;0;0;0.7054232931120352;0;0.48269998204371517;0;0;0;0;0;0;0;0;0.5190170564345347;0;0;0;0
negativo (256).txt;0;0;0;0.5053302208842768;0;0.1260825626353676;0;0;0.5031251732467634;0;0;0;0;0;0.6896445572218786;0;0;0
positivo (740).txt;0;0;0;0.8947810372378789;0;0.4465052019848208;0;0;0;0;0;0;0;0;0;0;0;0
positivo (756).txt;0.9280427310992544;0;0;0;0;0.06547772599866025;0;0;0.26128507819239877;0;0.25725369689447286;0;0;0;0;0;0;0
positivo (255).txt;0;0;0;0;0;0.2307415004156672;0;0;0;0.8609867913283745;0.45327707326093225;0;0;0;0;0;0;0
negativo (958).txt;0;0;0;0;0.6818035193738278;0.2702645511547501;0;0;0;0;0.35394506993878316;0;0;0.48873374608918424;0;0;0.31299080858428824;0
negativo (741).txt;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (359).txt;0.526252864766745;0;0;0;0.4014333552003113;0.06188264062006439;0.19579099792611462;0;0.6349862518415512;0;0;0.25465028211556645;0;0;0;0.2273572109458582;0;0
negativo (933).txt;0;0;0.7746219809969274;0.252632168251968;0;0.21011020689005303;0;0;0;0;0;0;0;0;0;0.5403623553517809;0;0
negativo (344).txt;0;0;0;0;0;0.24635586260315212;0.4546776202838506;0;0;0;0;0;0;0;0;0;0.8559071506735245;0
negativo (56).txt;0;0;0;0.5890056439434016;0;0;0.45205225297945445;0;0;0;0;0;0;0;0.6698664881743362;0;0;0
positivo (844).txt;0;0;0;0.17869515905067368;0;0.18577244684523414;0;0;0.4447885221390563;0;0;0.8026864367881295;0;0.3023479665794359;0;0;0;0
positivo (652).txt;0;0;0;0.24214674713992312;0;0.2013896468187648;0;0;0.45204397690456116;0;0;0.7251377548004828;0;0;0.4130843043629118;0;0;0
positivo (167).txt;0;0;0;0;0;0.21690024805749356;0;0;0;0;0;0;0;0;0;0.9761937729736846;0;0
negativo (102).txt;0;0;0.4707494940394936;0.46058516915434355;0;0;0;0;0;0;0.752499977286794;0;0;0;0;0;0;0
negativo (81).txt;0;0;0;0;0;0.34206858889733127;0;0;0;0;0.44798139491035804;0.5474116745192594;0.6185808022433116;0;0;0;0;0
positivo (483).txt;0.8422629962386261;0;0;0.10207439035340464;0;0;0;0;0.254072452072757;0;0;0;0;0;0.4643501406254225;0;0;0
positivo (505).txt;0;0;0;0.4820676231393617;0.6068590994450429;0.08018561431320682;0;0;0;0;0;0;0;0;0;0;0.626819836475148;0
positivo (553).txt;0;0;0;0;0.2977901080293732;0.2675640570271763;0;0;0;0.792836062666782;0.23188793608091554;0.3966982351639344;0;0;0;0;0;0
positivo (370).txt;0;0;0;0;0.9668107423107323;0.25549361743998755;0;0;0;0;0;0;0;0;0;0;0;0
negativo (150).txt;0;0.4338426857951893;0;0.37832269887052355;0;0;0.29035651888273184;0;0;0.4402739036976315;0.46357521047059774;0;0;0;0;0;0;0.4190494784671988
positivo (237).txt;0;0;0;0.15490865463381595;0;0;0;0;0;0.40561942533593365;0;0;0;0;0;0;0;0.900819732526818
negativo (215).txt;0;0;0.4673781947237871;0;0;0;0.3509600766041403;0;0;0.5321683961603461;0;0;0;0.5158121171412056;0;0;0.3303321141899195;0
positivo (618).txt;0;0;0;0.4970747120997416;0;0;0;0;0;0.8677077449181603;0;0;0;0;0;0;0;0
negativo (595).txt;0;0;0.41397537803299433;0.13501230267285474;0;0.13100221381481764;0;0.4550169431339261;0;0;0;0.5390809178703783;0;0;0.46064185283334724;0.2887817746194838;0;0
negativo (750).txt;0;0;0;0.12889925336835556;0;0.0857627877893577;0;0;0.32084197868102515;0.45002040031136203;0;0.6948079597045281;0.34895116225037215;0;0;0;0;0.25699567355632597
negativo (976).txt;0;0;0;0.9880585858623959;0;0.15407865168024582;0;0;0;0;0;0;0;0;0;0;0;0
negativo (376).txt;0;0;0;0;0;0.26348774145194087;0;0;0;0;0;0;0;0;0;0.6776389337991381;0.6865709617396605;0
positivo (837).txt;0;0;0;0;0;0.39054700604374176;0;0.5275307516894847;0;0.5464813649540061;0;0;0;0;0;0;0;0.5201369625879353
positivo (596).txt;0;0;0;0.5152452578108022;0;0.8570427785726217;0;0;0;0;0;0;0;0;0;0;0;0
negativo (617).txt;0;0;0;0;0;0.24531070594364227;0;0;0;0;0.4818973553929328;0;0;0;0;0.8411882051091357;0;0
positivo (779).txt;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (998).txt;0;0;0;0;0.344529459198738;0;0;0;0.5449758150675807;0.7643957173713436;0;0;0;0;0;0;0;0
positivo (503).txt;0;0;0.8569902598773005;0.13974771748988024;0;0.1743389729663773;0;0;0;0;0;0;0;0;0;0;0;0.4643750557866285
positivo (440).txt;0.5243807866029402;0;0;0.14828343221851353;0.4666728578074027;0.44705313177448724;0.4267692103410459;0;0;0;0;0;0;0;0;0;0.32134840381205243;0
negativo (482).txt;0.5556030496661291;0;0;0.15711240621397873;0;0.3266698022170418;0;0;0;0;0;0;0;0;0.5360441120456775;0;0;0.522077095145909
negativo (378).txt;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0
positivo (722).txt;0;0;0;0;0;0.1481770807968798;0;0;0.7095504839577291;0;0;0;0;0;0;0.3048659751420909;0.6177688893449794;0
negativo (33).txt;0;0;0;0;0.4008182861041984;0.42368794375660407;0;0;0;0.4446409053883503;0;0;0;0.5746330633454663;0;0.36321417318908;0;0
negativo (321).txt;0;0;0;0.3335471305696404;0;0.04623431838766818;0.19199399878330403;0;0;0;0;0.24971181756330874;0.7524717679120301;0.4702948549450188;0;0;0;0
negativo (263).txt;0.5236230563013029;0;0;0.29613832528115663;0;0.30786699306459425;0;0;0.7371152567887328;0;0;0;0;0;0;0;0;0
negativo (863).txt;0;0;0;0.5192460775072366;0;0.18507806065595492;0;0;0;0;0;0.6664051081417447;0.5020297344777193;0;0;0;0;0
positivo (433).txt;0;0;0;0;0.6963961227328991;0.46008168088554663;0;0;0.5507788005688989;0;0;0;0;0;0;0;0;0
negativo (213).txt;0;0.771914604115614;0;0.2692522666747967;0;0;0.2066467359383446;0;0;0;0;0.5375390100909394;0;0;0;0;0;0
negativo (619).txt;0;0;0;0.2437309377728943;0;0.20270719328939038;0;0;0;0;0;0;0;0;0;0.5213232523726066;0.7922923010459781;0
negativo (191).txt;0;0;0.46192327650742565;0;0;0.229704030552507;0;0;0;0;0;0;0;0;0.8566580093412873;0;0;0
positivo (616).txt;0.628287344532592;0;0;0;0;0.11082147732842675;0;0;0;0;0;0;0;0;0;0;0.7700477990767385;0
positivo (89).txt;0;0;0;0;0;0;0;0.926887847071881;0;0;0;0;0;0;0.3753384059091922;0;0;0
negativo (100).txt;0;0.7775785112819014;0;0.22602324959695086;0;0;0;0;0.37506163267611214;0;0;0.45123599272286063;0;0;0;0;0;0
positivo (546).txt;0.86293628190276;0;0;0;0;0.12684200739380366;0.28092153260461517;0;0.30369341617620266;0;0;0;0;0;0;0.260970266556274;0;0
negativo (157).txt;0;0;0;0.8484695946876032;0;0.5292441278754582;0;0;0;0;0;0;0;0;0;0;0;0
positivo (320).txt;0;0;0.8916801452404405;0.43621358676668337;0;0.12093066320884886;0;0;0;0;0;0;0;0;0;0;0;0
negativo (326).txt;0;0;0;0;0;0.21654647527078394;0;0;0;0;0;0.5847843746001721;0.6608123363412133;0;0;0.4176863840377759;0;0
negativo (484).txt;0;0;0;0.2164199298455822;0;0.08999652845007756;0;0;0;0;0;0.9721435278972791;0;0;0;0;0;0
positivo (481).txt;0;0;0.6664338924324641;0.6520443908335725;0;0.36153005324563287;0;0;0;0;0;0;0;0;0;0;0;0
negativo (506).txt;0;0;0;0.24349314750597395;0;0.13500628457250277;0;0;0;0.566731411549628;0;0.7291697137263505;0;0;0;0;0.2638397733298763;0
negativo (642).txt;0;0;0;0.5916936806999242;0;0.32806822801600893;0;0;0.736389724253545;0;0;0;0;0;0;0;0;0
negativo (434).txt;0;0;0;0.23080611000990678;0;0;0;0;0;0;0;0;0;0;0;0.32911863942347575;0.5001851786951849;0.7669577874823365
positivo (729).txt;0.7261261731705082;0;0;0.11977736210115139;0.37695946901205846;0.07827046151877781;0.1575894471849849;0;0;0.1792172292893491;0.5032059306113223;0;0;0;0;0;0;0
positivo (887).txt;0;0;0;0;0;0.39052440627583546;0;0;0;0;0.9205925744339383;0;0;0;0;0;0;0
negativo (109).txt;0;0;0.7216532723766618;0;0;0.163119046108575;0;0;0.3905502709549253;0.5477948677394837;0;0;0;0;0;0;0;0
negativo (667).txt;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
positivo (124).txt;0;0;0;0;0;0.16842660474411675;0.7993294894109411;0;0;0;0;0;0;0;0;0;0;0.5768057265426665
positivo (23).txt;0;0;0;0.3200079514649852;0;0.08871519589660214;0;0;0;0;0.5228261618825593;0.6388683726829294;0;0;0;0.4563162629721066;0;0
positivo (975).txt;0;0;0;0.16209134890657806;0;0.08088529759966603;0.22392445367421498;0.6555341280265832;0;0.45272202478004175;0.3177880953341214;0;0;0;0;0.2773615527534816;0;0.3231731317392262
positivo (666).txt;0;0;0;0;0;0.5556189860465555;0;0;0.8314370345038748;0;0;0;0;0;0;0;0;0
negativo (755).txt;0;0;0;0.6522555499678251;0;0.04520589146702272;0.2502977636235022;0;0;0;0;0;0;0;0;0.465042843000576;0;0.5418535859545981
positivo (594).txt;0;0;0;0;0;0.2041867139966918;0.37684968497440247;0;0;0;0;0.7352090719981011;0;0;0;0.5251282902430775;0;0
negativo (83).txt;0;0.3324980878769353;0;0;0.6083421733575634;0.0803815760988274;0;0.48858879142176287;0;0;0;0;0;0;0;0;0.5236264095647466;0
negativo (371).txt;0;0;0;0;0;0.43714102693148715;0;0;0;0;0;0;0;0;0;0.8993929744962904;0;0
negativo (547).txt;0;0;0;0.7096840842797468;0;0.07377913846361184;0.4085032450467675;0;0;0;0;0;0;0;0;0.5692365396158656;0;0
positivo (48).txt;0;0;0;0.2154704039859311;0;0.3584067023088982;0;0;0.6704068192358679;0.37613126113267525;0;0.4839391613281472;0;0;0;0;0;0
negativo (838).txt;0;0.46918219294399616;0.836337457040955;0;0;0.2835625641274452;0;0;0;0;0;0;0;0;0;0;0;0
positivo (192).txt;0.3586207534772272;0;0.3109441888835282;0;0;0.08434120056016974;0;0;0;0;0;0.45552730572900624;0;0;0;0.3253636065267792;0;0.6739620358345266
positivo (375).txt;0;0;0;0;0;0.2874705872925463;0.59687943406128;0;0;0;0;0;0;0;0;0;0.7490631499655851;0
positivo (991).txt;0.6073386447948295;0;0;0;0;0.12498080829936059;0;0;0;0.44969684270664;0;0.6428781515616299;0;0;0;0;0;0
positivo (830).txt;0;0;0;0;0.9076399662382059;0.4197495582929282;0;0;0;0;0;0;0;0;0;0;0;0
positivo (214).txt;0.852751829553819;0;0;0.48227918088312394;0;0.20055201040956333;0;0;0;0;0;0;0;0;0;0;0;0
negativo (685).txt;0;0;0;0;0;0.12100530424412781;0;0;0;0;0.4754145228146632;0.8714004520550194;0;0;0;0;0;0
negativo (999).txt;0;0;0;0;0.523903457587709;0.13844900941882612;0.2555233127721916;0;0.552472763828089;0;0;0.33233950678926377;0;0;0;0.4747516961567756;0;0
negativo (572).txt;0.7777641799037098;0;0;0.4948531224793905;0;0.27437438038540723;0;0;0.2737187735966081;0;0;0;0;0;0;0;0;0
positivo (327).txt;0;0;0;0.7426858742721381;0;0.23163006681418025;0;0;0;0;0;0;0;0.6283034333061441;0;0;0;0
negativo (868).txt;0;0.32973729318262335;0;0.2875399465279966;0;0.11957122893767018;0;0;0.834998627328083;0;0;0;0;0;0;0;0.3115671840965056;0
positivo (345).txt;0;0;0;0;0;0;0;0.712079369484018;0;0;0;0;0;0;0;0;0;0.7020989756118744
positivo (262).txt;0.49741102544496285;0;0;0;0.4426711097732847;0.31195252106759674;0;0;0.5835133552309838;0;0.34470617807711146;0;0;0;0;0;0;0
positivo (812).txt;0;0.26494403482171;0;0.192532042883386;0;0.176138464105374;0;0.5190954594435903;0;0;0.5662028690435766;0;0.5212154328202618;0;0;0;0;0
negativo (707).txt;0;0;0;0;0;0.4480699067799558;0;0;0.8939985227270802;0;0;0;0;0;0;0;0;0
negativo (107).txt;0;0;0;0.9233469852080761;0;0.3839665934780741;0;0;0;0;0;0;0;0;0;0;0;0
negativo (88).txt;0;0;0;0;0;0.3998973686903254;0.2604902976760134;0;0.704014993515353;0;0;0;0;0;0;0;0.3677696545567594;0.37594583309832724
positivo (415).txt;0;0;0.27958503213071656;0.1367741452167607;0;0.2464646353353159;0;0;0;0.6366848938144088;0;0;0;0;0;0.2925502313182937;0.5928127315450201;0
negativo (570).txt;0;0;0;0;0;0.23326042983805922;0;0.4050979164712947;0.6981091896503506;0;0;0;0.5423364354974788;0;0;0;0;0
